;Indice;Valutazione ChatGTP;Answer_ChatBot_Model_Distil_dot (notBest);Valutazione_ChatBot_Distil_dot;Answer_ChatBot_Model_dist_eu;Valutazione_ChatBot_dist_eu;Answer_ChatBot_Model_all_euc;Valutazione_ChatBot_all_euc;Answer_ChatBot_Model_all_euc_weight;Valutazione_ChatBot_all_euc_weight;Answer_ChatBot_Model_all_eu_weight_local;Valutazione_ChatBot_all_euc_weight_local;Answer_ChatBot_Model_all_eu_25;Valutazione_ChatBot_all_eu_25;Domanda ChatGTP;Risposta ChatGTP;Answer_ChatBot_Model_base_dot;Valutazione_ChatBot_base_dot;Answer_ChatBot_Model_base_dot_weight;Valutazione_ChatBot_base_dot_weight;Answer_ChatBot_Model_base_dot_weight_local;Valutazione_ChatBot_base_dot_weight_local
62;3;G;The Guest shall bear the risk and expense of the shipping of any property lost by the Guest or his or her guest(s).;S;The Guest shall bear the risk and expense of the shipping of any property lost by the Guest or his or her guest(s).;S;It is a condition of the Hotel Agreement that guests comply with these Terms & Conditions and House rules.;S;It is a condition of the Hotel Agreement that guests comply with these Terms & Conditions and House rules.;S;It is a condition of the Hotel Agreement that guests comply with these Terms & Conditions and House rules.;S;This liability also applies in respect of harm or loss caused by any animals and/or any substance and/or any property held by or under the supervision of the Guest and those accompanying the Guest.;S;How does the document address safety concerns for guests?;Hotel2Stay ensures safety by having 24-hour surveillance of staff members and recording incidents through CCTV.;This liability also applies in respect of harm or loss caused by any animals and/or any substance and/or any property held by or under the supervision of the Guest and those accompanying the Guest.;S;This liability also applies in respect of harm or loss caused by any animals and/or any substance and/or any property held by or under the supervision of the Guest and those accompanying the Guest.;S;This liability also applies in respect of harm or loss caused by any animals and/or any substance and/or any property held by or under the supervision of the Guest and those accompanying the Guest.;S
63;3;G;Hotel2Stay has set House rules in order to preserve order, peace and quietness in our hotel.;G;Hotel2Stay has set House rules in order to preserve order, peace and quietness in our hotel.;G;Hotel2Stay has set House rules in order to preserve order, peace and quietness in our hotel.;G;Hotel2Stay has set House rules in order to preserve order, peace and quietness in our hotel.;G;Hotel2Stay has set House rules in order to preserve order, peace and quietness in our hotel.;G;Hotel2Stay has set House rules in order to preserve order, peace and quietness in our hotel.;G;What is the purpose of the House rules at Hotel2Stay?;The House rules at Hotel2Stay are set to preserve order, peace, and quietness in the hotel.;Hotel2Stay has set House rules in order to preserve order, peace and quietness in our hotel.;G;Hotel2Stay has set House rules in order to preserve order, peace and quietness in our hotel.;G;Hotel2Stay has set House rules in order to preserve order, peace and quietness in our hotel.;G
64;3;G;References in these Terms & Conditions to the “Guest” will also be interpreted to refer to the person who accompanies the Guest.;G;References in these Terms & Conditions to the “Guest” will also be interpreted to refer to the person who accompanies the Guest.;G;References in these Terms & Conditions to the “Guest” will also be interpreted to refer to the person who accompanies the Guest.;G;References in these Terms & Conditions to the “Guest” will also be interpreted to refer to the person who accompanies the Guest.;G;References in these Terms & Conditions to the “Guest” will also be interpreted to refer to the person who accompanies the Guest.;G;References in these Terms & Conditions to the “Guest” will also be interpreted to refer to the person who accompanies the Guest.;G;"How is the term ""Guest"" defined in the document?";"In the document, a ""Guest"" is defined as the person to whom Hotel2Stay provides services, and it may also include the person accompanying the Guest.";References in these Terms & Conditions to the “Guest” will also be interpreted to refer to the person who accompanies the Guest.;G;References in these Terms & Conditions to the “Guest” will also be interpreted to refer to the person who accompanies the Guest.;G;References in these Terms & Conditions to the “Guest” will also be interpreted to refer to the person who accompanies the Guest.;G
65;3;G;In case of overbooking situations and/or Force Majeure, Hotel2Stay shall be entitled to offer the Guest and/or the Contracting Party other hotel accommodations of at least comparable quality to the accommodations to be offered pursuant to the Hotel Agreement.;G;In case of overbooking situations and/or Force Majeure, Hotel2Stay shall be entitled to offer the Guest and/or the Contracting Party other hotel accommodations of at least comparable quality to the accommodations to be offered pursuant to the Hotel Agreement.;G;In case of overbooking situations and/or Force Majeure, Hotel2Stay shall be entitled to offer the Guest and/or the Contracting Party other hotel accommodations of at least comparable quality to the accommodations to be offered pursuant to the Hotel Agreement.;G;In case of overbooking situations and/or Force Majeure, Hotel2Stay shall be entitled to offer the Guest and/or the Contracting Party other hotel accommodations of at least comparable quality to the accommodations to be offered pursuant to the Hotel Agreement.;G;In case of overbooking situations and/or Force Majeure, Hotel2Stay shall be entitled to offer the Guest and/or the Contracting Party other hotel accommodations of at least comparable quality to the accommodations to be offered pursuant to the Hotel Agreement.;G;In case of overbooking situations and/or Force Majeure, Hotel2Stay shall be entitled to offer the Guest and/or the Contracting Party other hotel accommodations of at least comparable quality to the accommodations to be offered pursuant to the Hotel Agreement.;G;How does Hotel2Stay handle overbooking situations or Force Majeure events?;In overbooking situations or Force Majeure events, Hotel2Stay may offer the Guest other hotel accommodations of at least comparable quality;In case of overbooking situations and/or Force Majeure, Hotel2Stay shall be entitled to offer the Guest and/or the Contracting Party other hotel accommodations of at least comparable quality to the accommodations to be offered pursuant to the Hotel Agreement.;G;In case of overbooking situations and/or Force Majeure, Hotel2Stay shall be entitled to offer the Guest and/or the Contracting Party other hotel accommodations of at least comparable quality to the accommodations to be offered pursuant to the Hotel Agreement.;G;In case of overbooking situations and/or Force Majeure, Hotel2Stay shall be entitled to offer the Guest and/or the Contracting Party other hotel accommodations of at least comparable quality to the accommodations to be offered pursuant to the Hotel Agreement.;G
66;3;G;The Minimum Age for a Guest to make a reservation and stay in the hotel is 21 years.;G;The Minimum Age for a Guest to make a reservation and stay in the hotel is 21 years.;G;The Minimum Age for a Guest to make a reservation and stay in the hotel is 21 years.;G;The Minimum Age for a Guest to make a reservation and stay in the hotel is 21 years.;G;The Minimum Age for a Guest to make a reservation and stay in the hotel is 21 years.;G;The Minimum Age for a Guest to make a reservation and stay in the hotel is 21 years.;G;What is the Minimum Age requirement for a Guest to make a reservation?;The Minimum Age for a Guest to make a reservation and stay in the hotel is 21 years.;The Minimum Age for a Guest to make a reservation and stay in the hotel is 21 years.;G;The Minimum Age for a Guest to make a reservation and stay in the hotel is 21 years.;G;The Minimum Age for a Guest to make a reservation and stay in the hotel is 21 years.;G
67;3;G;Hotel2Stay offers a maximum stay of 6 months within a 18 month period.;G;Hotel2Stay offers a maximum stay of 6 months within a 18 month period.;G;Maximum length of stay Hotel2Stay does not offer permanent accommodation.;G;Maximum length of stay Hotel2Stay does not offer permanent accommodation.;G;Maximum length of stay Hotel2Stay does not offer permanent accommodation.;G;Maximum length of stay Hotel2Stay does not offer permanent accommodation.;G;What is the maximum length of stay Hotel2Stay offers?;Hotel2Stay offers a maximum stay of 6 months within an 18-month period.;Hotel2Stay offers a maximum stay of 6 months within a 18 month period.;G;Hotel2Stay offers a maximum stay of 6 months within a 18 month period.;G;Hotel2Stay offers a maximum stay of 6 months within a 18 month period.;G
68;3;G;hotel2stay.;S;hotel2stay.;S;hotel2stay.;S;hotel2stay.;S;hotel2stay.;S;hotel2stay.;S;What is the address of Hotel2Stay?;The address of Hotel2Stay is Tempelhofstraat 2, 1043 EC Amsterdam, The Netherlands.;hotel2stay.;S;hotel2stay.;S;hotel2stay.;S
69;3;G;A Guarantor can be a parent or guardian or another person or entity.;G;A Guarantor can be a parent or guardian or another person or entity.;G;A Guarantor can be a parent or guardian or another person or entity.;G;A Guarantor can be a parent or guardian or another person or entity.;G;A Guarantor can be a parent or guardian or another person or entity.;G;A Guarantor can be a parent or guardian or another person or entity.;G;"What does the term ""Guarantor"" refer to?";"The term ""Guarantor"" refers to the party who guarantees the payment of the hotel accommodation fee and/or any outstanding charges.";A Guarantor can be a parent or guardian or another person or entity.;G;A Guarantor can be a parent or guardian or another person or entity.;G;A Guarantor can be a parent or guardian or another person or entity.;G
70;3;G;Hotel2Stay will hold the deposit for the period of stay of the Guest.;G;Hotel2Stay will hold the deposit for the period of stay of the Guest.;G;Hotel2Stay will return the deposit to the Guest and/or Contracting Party after check-out of the Guest.;G;Hotel2Stay will return the deposit to the Guest and/or Contracting Party after check-out of the Guest.;G;Hotel2Stay will return the deposit to the Guest and/or Contracting Party after check-out of the Guest.;G;Hotel2Stay will return the deposit to the Guest and/or Contracting Party after check-out of the Guest.;G;How does Hotel2Stay handle security deposits during check-in?;During check-in, guests are required to pay a security deposit of €100, which can be paid for by credit card (preauthorization) or debit card (actual payment) and will be refunded after the check-out day.;Hotel2Stay will hold the deposit for the period of stay of the Guest.;G;Hotel2Stay will hold the deposit for the period of stay of the Guest.;G;Hotel2Stay will return the deposit to the Guest and/or Contracting Party after check-out of the Guest.;G
71;3;G;Cancellation policy (Extended Stay Booking only)  The Hotel Agreement may be cancelled by the Guest during its term in accordance with the cancellation policy as set out in this chapter.;S;Cancellation policy (Extended Stay Booking only)  The Hotel Agreement may be cancelled by the Guest during its term in accordance with the cancellation policy as set out in this chapter.;S;Cancellation policy (Extended Stay Booking only)  The Hotel Agreement may be cancelled by the Guest during its term in accordance with the cancellation policy as set out in this chapter.;S;Cancellation policy (Extended Stay Booking only)  The Hotel Agreement may be cancelled by the Guest during its term in accordance with the cancellation policy as set out in this chapter.;S;Cancellation policy (Extended Stay Booking only)  The Hotel Agreement may be cancelled by the Guest during its term in accordance with the cancellation policy as set out in this chapter.;S;Cancellation policy (Extended Stay Booking only)  The Hotel Agreement may be cancelled by the Guest during its term in accordance with the cancellation policy as set out in this chapter.;S;What is the procedure for canceling an Extended Stay Booking?;The procedure for canceling an Extended Stay Booking includes providing a one (1) month prior notice of cancellation/replacement booking;Cancellation policy (Extended Stay Booking only)  The Hotel Agreement may be cancelled by the Guest during its term in accordance with the cancellation policy as set out in this chapter.;S;Cancellation policy (Extended Stay Booking only)  The Hotel Agreement may be cancelled by the Guest during its term in accordance with the cancellation policy as set out in this chapter.;S;Cancellation policy (Extended Stay Booking only)  The Hotel Agreement may be cancelled by the Guest during its term in accordance with the cancellation policy as set out in this chapter.;S
72;3;G;Prior to the check out of the Guest, Hotel2Stay will perform a room inventory check.;S;Prior to the check out of the Guest, Hotel2Stay will perform a room inventory check.;S;Prior to the check out of the Guest, Hotel2Stay will perform a room inventory check.;S;Prior to the check out of the Guest, Hotel2Stay will perform a room inventory check.;S;Prior to the check out of the Guest, Hotel2Stay will perform a room inventory check.;S;Prior to the check out of the Guest, Hotel2Stay will perform a room inventory check.;S;How does Hotel2Stay handle deposits and room inventory checks?;Hotel2Stay may require the Guest to pay a deposit of €300 for unpaid invoices or damages;Prior to the check out of the Guest, Hotel2Stay will perform a room inventory check.;S;Prior to the check out of the Guest, Hotel2Stay will perform a room inventory check.;S;Deposit & room inventory check  Hotel2Stay may require the Guest to pay a deposit of €300,- as a security for unpaid invoices or as compensation for damages caused by the Guest and/or any outstanding fines.;S
73;3;G;Hotel2Stay shall in not be liable for any form of damages.;G;Hotel2Stay shall in not be liable for any form of damages.;S;The Guest or those accompanying the Guest are jointly liable for all harm or loss that has been and/or will be inflicted upon Hotel2Stay and/or any third party as the direct or indirect consequence of misconduct, negligence and/or a wrongful act instigated by a Guest and those accompanying Guest.;G;The Guest or those accompanying the Guest are jointly liable for all harm or loss that has been and/or will be inflicted upon Hotel2Stay and/or any third party as the direct or indirect consequence of misconduct, negligence and/or a wrongful act instigated by a Guest and those accompanying Guest.;G;The Guest or those accompanying the Guest are jointly liable for all harm or loss that has been and/or will be inflicted upon Hotel2Stay and/or any third party as the direct or indirect consequence of misconduct, negligence and/or a wrongful act instigated by a Guest and those accompanying Guest.;G;Except as set out in the clause above, Hotel2Stay accept no liability for any harm or loss caused in respect of any persons and/or their property, including death, personal injury, property damage or theft.;GB;What liabilities do guests have for damages or loss at Hotel2Stay?;Guests are entirely responsible for the conduct and behavior of the people they bring into Hotel2Stay and will be liable for any damages or costs incurred.;Hotel2Stay shall not be liable to pay any damages of any kind.;S;Except as set out in the clause above, Hotel2Stay accept no liability for any harm or loss caused in respect of any persons and/or their property, including death, personal injury, property damage or theft.;GB;Except as set out in the clause above, Hotel2Stay accept no liability for any harm or loss caused in respect of any persons and/or their property, including death, personal injury, property damage or theft.;GB
74;3;G;Hotel2Stay is at all times entitled, without any notice of termination being required, to terminate the Hotel Agreement with the Guest and/or Contracting Party and to deny the Guest access to our hotel accommodations.;G;Hotel2Stay is at all times entitled, without any notice of termination being required, to terminate the Hotel Agreement with the Guest and/or Contracting Party and to deny the Guest access to our hotel accommodations.;G;Hotel2Stay is at all times entitled, without any notice of termination being required, to terminate the Hotel Agreement with the Guest and/or Contracting Party and to deny the Guest access to our hotel accommodations.;G;Hotel2Stay is at all times entitled, without any notice of termination being required, to terminate the Hotel Agreement with the Guest and/or Contracting Party and to deny the Guest access to our hotel accommodations.;G;Hotel2Stay is at all times entitled, without any notice of termination being required, to terminate the Hotel Agreement with the Guest and/or Contracting Party and to deny the Guest access to our hotel accommodations.;G;Hotel2Stay is at all times entitled, without any notice of termination being required, to terminate the Hotel Agreement with the Guest and/or Contracting Party and to deny the Guest access to our hotel accommodations.;G;Under what circumstances can Hotel2Stay terminate its services to a Guest?;Hotel2Stay can terminate its services to a Guest in case of violation of the Terms & Conditions and/or House rules;Hotel2Stay is at all times entitled to terminate any Hotel Agreement if public order has been disturbed or is in jeopardy of being disturbed.;G;Hotel2Stay is at all times entitled to terminate any Hotel Agreement if public order has been disturbed or is in jeopardy of being disturbed.;G;Hotel2Stay is at all times entitled to terminate any Hotel Agreement if public order has been disturbed or is in jeopardy of being disturbed.;G
75;3;G;Optional Bookings are valid for a period of 48 hours unless another period has been confirmed by Hotel2Stay in writing.;G;Optional Bookings are valid for a period of 48 hours unless another period has been confirmed by Hotel2Stay in writing.;G;Optional Bookings are valid for a period of 48 hours unless another period has been confirmed by Hotel2Stay in writing.;G;Optional Bookings are valid for a period of 48 hours unless another period has been confirmed by Hotel2Stay in writing.;G;Optional Bookings are valid for a period of 48 hours unless another period has been confirmed by Hotel2Stay in writing.;G;Optional Bookings are valid for a period of 48 hours unless another period has been confirmed by Hotel2Stay in writing.;G;How long is an Optional Booking valid unless specified otherwise?;Optional Bookings are valid for a period of 48 hours unless another period has been confirmed by Hotel2Stay in writing.;Optional Bookings are valid for a period of 48 hours unless another period has been confirmed by Hotel2Stay in writing.;G;Optional Bookings are valid for a period of 48 hours unless another period has been confirmed by Hotel2Stay in writing.;G;Optional Bookings are valid for a period of 48 hours unless another period has been confirmed by Hotel2Stay in writing.;G
76;3;G;The check out time for the Guest is 11 a.m. (11:00hrs).;G;The check out time for the Guest is 11 a.m. (11:00hrs).;G;The check out time for the Guest is 11 a.m. (11:00hrs).;G;The check out time for the Guest is 11 a.m. (11:00hrs).;G;The check out time for the Guest is 11 a.m. (11:00hrs).;G;The check out time for the Guest is 11 a.m. (11:00hrs).;G;What are the check-in and check-out times for guests?;The check-in time is at 3 p.m;The check out time for the Guest is 11 a.m. (11:00hrs).;G;The check out time for the Guest is 11 a.m. (11:00hrs).;G;The check out time for the Guest is 11 a.m. (11:00hrs).;G
77;3;G;A complaint filed with Hotel2Stay regarding the performance of the Hotel Agreement must be made in writing by the Contracting Party and/or Guest and be submitted immediately after discovering the failure to perform for which Hotel2Stay might be liable.;S;A complaint filed with Hotel2Stay regarding the performance of the Hotel Agreement must be made in writing by the Contracting Party and/or Guest and be submitted immediately after discovering the failure to perform for which Hotel2Stay might be liable.;G;Complaints should be sent in writing to: info@hotel2stay.;S;Complaints should be sent in writing to: info@hotel2stay.;S;Complaints should be sent in writing to: info@hotel2stay.;S;Complaints should be sent in writing to: info@hotel2stay.;S;What is the process for filing complaints with Hotel2Stay?;Complaints regarding the Hotel Agreement must be made in writing by the Contracting Party and/or Guest and submitted immediately after discovering the failure to perform;A complaint filed with Hotel2Stay regarding the performance of the Hotel Agreement must be made in writing by the Contracting Party and/or Guest and be submitted immediately after discovering the failure to perform for which Hotel2Stay might be liable.;G;A complaint filed with Hotel2Stay regarding the performance of the Hotel Agreement must be made in writing by the Contracting Party and/or Guest and be submitted immediately after discovering the failure to perform for which Hotel2Stay might be liable.;G;A complaint filed with Hotel2Stay regarding the performance of the Hotel Agreement must be made in writing by the Contracting Party and/or Guest and be submitted immediately after discovering the failure to perform for which Hotel2Stay might be liable.;G
78;3;G;The competent court in Amsterdam, The Netherlands, shall have exclusive jurisdiction over all disputes that may arise in relation to this Hotel Agreement or its performance or in relation to any additional agreement concluded between Hotel2Stay and the Contracting Party/Guest.;G;The competent court in Amsterdam, The Netherlands, shall have exclusive jurisdiction over all disputes that may arise in relation to this Hotel Agreement or its performance or in relation to any additional agreement concluded between Hotel2Stay and the Contracting Party/Guest.;G;The competent court in Amsterdam, The Netherlands, shall have exclusive jurisdiction over all disputes that may arise in relation to this Hotel Agreement or its performance or in relation to any additional agreement concluded between Hotel2Stay and the Contracting Party/Guest.;G;The competent court in Amsterdam, The Netherlands, shall have exclusive jurisdiction over all disputes that may arise in relation to this Hotel Agreement or its performance or in relation to any additional agreement concluded between Hotel2Stay and the Contracting Party/Guest.;G;The competent court in Amsterdam, The Netherlands, shall have exclusive jurisdiction over all disputes that may arise in relation to this Hotel Agreement or its performance or in relation to any additional agreement concluded between Hotel2Stay and the Contracting Party/Guest.;G;The competent court in Amsterdam, The Netherlands, shall have exclusive jurisdiction over all disputes that may arise in relation to this Hotel Agreement or its performance or in relation to any additional agreement concluded between Hotel2Stay and the Contracting Party/Guest.;G;What jurisdiction is specified for disputes related to the Hotel Agreement?;The document specifies that the Hotel Agreement is governed by the laws of the Netherlands, and the competent court in Amsterdam, The Netherlands, has exclusive jurisdiction over disputes related to the Hotel Agreement.;The competent court in Amsterdam, The Netherlands, shall have exclusive jurisdiction over all disputes that may arise in relation to this Hotel Agreement or its performance or in relation to any additional agreement concluded between Hotel2Stay and the Contracting Party/Guest.;G;The competent court in Amsterdam, The Netherlands, shall have exclusive jurisdiction over all disputes that may arise in relation to this Hotel Agreement or its performance or in relation to any additional agreement concluded between Hotel2Stay and the Contracting Party/Guest.;G;The competent court in Amsterdam, The Netherlands, shall have exclusive jurisdiction over all disputes that may arise in relation to this Hotel Agreement or its performance or in relation to any additional agreement concluded between Hotel2Stay and the Contracting Party/Guest.;G
79;3;G;The term ‘force majeure’ will be understood as follows: staff illness, war, threat of war, civil unrest, labour strikes or sit-ins, water damage, acts of war, fire, flood, acts undertaken by the government or general outages of gas, electricity, water or internet.;S;The term ‘force majeure’ will be understood as follows: staff illness, war, threat of war, civil unrest, labour strikes or sit-ins, water damage, acts of war, fire, flood, acts undertaken by the government or general outages of gas, electricity, water or internet.;G;The term ‘force majeure’ will be understood as follows: staff illness, war, threat of war, civil unrest, labour strikes or sit-ins, water damage, acts of war, fire, flood, acts undertaken by the government or general outages of gas, electricity, water or internet.;G;The term ‘force majeure’ will be understood as follows: staff illness, war, threat of war, civil unrest, labour strikes or sit-ins, water damage, acts of war, fire, flood, acts undertaken by the government or general outages of gas, electricity, water or internet.;G;The term ‘force majeure’ will be understood as follows: staff illness, war, threat of war, civil unrest, labour strikes or sit-ins, water damage, acts of war, fire, flood, acts undertaken by the government or general outages of gas, electricity, water or internet.;G;The term ‘force majeure’ will be understood as follows: staff illness, war, threat of war, civil unrest, labour strikes or sit-ins, water damage, acts of war, fire, flood, acts undertaken by the government or general outages of gas, electricity, water or internet.;G;How does the document address force majeure situations?;The document addresses force majeure situations, and in such cases, Hotel2Stay is entitled to suspend or cancel the Hotel Agreement without liability for harm or loss.;The foregoing provisions also apply if a force majeure situation arises in respect of persons/services and/ or institutions we use to perform the Hotel Agreement or any Additional Services.;G;The foregoing provisions also apply if a force majeure situation arises in respect of persons/services and/ or institutions we use to perform the Hotel Agreement or any Additional Services.;G;The foregoing provisions also apply if a force majeure situation arises in respect of persons/services and/ or institutions we use to perform the Hotel Agreement or any Additional Services.;G
80;4;G;It is strictly forbidden to discard items or garbage from the windows or balconies of the Hotel.;S;Smoking is strictly prohibited in the entire hotel building.;G;Smoking is strictly prohibited in the entire hotel building.;G;Smoking is strictly prohibited in the entire hotel building.;G;Smoking is strictly prohibited in the entire hotel building.;G;Smoking is strictly prohibited in the entire hotel building.;G;What is the hotel's policy on smoking within the entire hotel building?;Smoking is strictly prohibited in the entire hotel building.;Smoking is strictly prohibited in the entire hotel building.;G;Smoking is strictly prohibited in the entire hotel building.;G;Smoking is strictly prohibited in the entire hotel building.;G
81;4;G;To ensure the safety and comfort of everyone in the hotel, the Management reserves the right to terminate the accommodation of guests who fail to comply with the following rules and regulations.;S;During your stay at the hotel, we ask you to behave in an environmentally friendly manner, especially with regard to the use of water and electricity.;G;During your stay at the hotel, we ask you to behave in an environmentally friendly manner, especially with regard to the use of water and electricity.;G;During your stay at the hotel, we ask you to behave in an environmentally friendly manner, especially with regard to the use of water and electricity.;G;During your stay at the hotel, we ask you to behave in an environmentally friendly manner, especially with regard to the use of water and electricity.;G;During your stay at the hotel, we ask you to behave in an environmentally friendly manner, especially with regard to the use of water and electricity.;G;What specific request does the hotel have for guests regarding environmentally friendly behavior during their stay?;Guests are asked to behave in an environmentally friendly manner, especially with regard to the use of water and electricity.;During your stay at the hotel, we ask you to behave in an environmentally friendly manner, especially with regard to the use of water and electricity.;G;During your stay at the hotel, we ask you to behave in an environmentally friendly manner, especially with regard to the use of water and electricity.;G;During your stay at the hotel, we ask you to behave in an environmentally friendly manner, especially with regard to the use of water and electricity.;G
82;4;G;“Amethyst Hotel” does not accept any responsibility for any accident or injury beyond the control of the Hotel.;S;The hotel guest is materially liable for any damage to the hotel's furniture and technical equipment caused through his or her own fault or that of his or her visitors.;G;The hotel guest is materially liable for any damage to the hotel's furniture and technical equipment caused through his or her own fault or that of his or her visitors.;G;The hotel guest is materially liable for any damage to the hotel's furniture and technical equipment caused through his or her own fault or that of his or her visitors.;G;The hotel guest is materially liable for any damage to the hotel's furniture and technical equipment caused through his or her own fault or that of his or her visitors.;G;The hotel guest is materially liable for any damage to the hotel's furniture and technical equipment caused through his or her own fault or that of his or her visitors.;G;Who is considered materially liable for any damage to the hotel's furniture and technical equipment?;The hotel guest is materially liable for any damage to the hotel's furniture and technical equipment caused through his or her own fault or that of his or her visitors.;The hotel guest is materially liable for any damage to the hotel's furniture and technical equipment caused through his or her own fault or that of his or her visitors.;G;The hotel guest is materially liable for any damage to the hotel's furniture and technical equipment caused through his or her own fault or that of his or her visitors.;G;The hotel guest is materially liable for any damage to the hotel's furniture and technical equipment caused through his or her own fault or that of his or her visitors.;G
83;4;G;Otherwise, the hotel management does not accept any responsibility.;S;The hotel offers the possibility of depositing your luggage in a specially designated space, but accepts no liability for this.;G;The hotel offers the possibility of depositing your luggage in a specially designated space, but accepts no liability for this.;G;The hotel offers the possibility of depositing your luggage in a specially designated space, but accepts no liability for this.;G;The hotel offers the possibility of depositing your luggage in a specially designated space, but accepts no liability for this.;G;The hotel offers the possibility of depositing your luggage in a specially designated space, but accepts no liability for this.;G;Does the hotel accept liability for luggage deposited in the specially designated space?;The hotel offers the possibility of depositing luggage in a specially designated space but accepts no liability for it.;The hotel offers the possibility of depositing your luggage in a specially designated space, but accepts no liability for this.;G;The hotel offers the possibility of depositing your luggage in a specially designated space, but accepts no liability for this.;G;The hotel offers the possibility of depositing your luggage in a specially designated space, but accepts no liability for this.;G
84;4;G;Otherwise, the hotel management does not accept any responsibility.;S;The hotel expressly disclaims any liability for the loss of valuables (especially jewellery and cash).;G;The hotel guest is materially liable for any damage to the hotel's furniture and technical equipment caused through his or her own fault or that of his or her visitors.;S;The hotel guest is materially liable for any damage to the hotel's furniture and technical equipment caused through his or her own fault or that of his or her visitors.;S;The hotel guest is materially liable for any damage to the hotel's furniture and technical equipment caused through his or her own fault or that of his or her visitors.;S;The hotel guest is materially liable for any damage to the hotel's furniture and technical equipment caused through his or her own fault or that of his or her visitors.;S;What does the hotel expressly disclaim any liability for in the provided rules?;The hotel expressly disclaims any liability for the loss of valuables, especially jewelry and cash.;The hotel expressly disclaims any liability for the loss of valuables (especially jewellery and cash).;G;The hotel expressly disclaims any liability for the loss of valuables (especially jewellery and cash).;G;The hotel expressly disclaims any liability for the loss of valuables (especially jewellery and cash).;G
85;4;G;An additional fee for unregistered guests will be charged to the account of the guest(s) registered to the room.;S;If you wish a late check-in or check-out, this is possible for an additional charge of 50 CH.;G;If you wish a late check-in or check-out, this is possible for an additional charge of 50 CH.;G;If you wish a late check-in or check-out, this is possible for an additional charge of 50 CH.;G;If you wish a late check-in or check-out, this is possible for an additional charge of 50 CH.;G;If you wish a late check-in or check-out, this is possible for an additional charge of 50 CH.;G;What additional charge is mentioned for a late check-in or check-out?;An additional charge of 50 CH is mentioned for a late check-in or check-out.;If you wish a late check-in or check-out, this is possible for an additional charge of 50 CH.;G;If you wish a late check-in or check-out, this is possible for an additional charge of 50 CH.;G;If you wish a late check-in or check-out, this is possible for an additional charge of 50 CH.;G
86;4;G;The rooms are for accommodation service.;S;The booked room can be occupied from 15:00 on the day of arrival.;G;The booked room can be occupied from 15:00 on the day of arrival.;G;The booked room can be occupied from 15:00 on the day of arrival.;G;The booked room can be occupied from 15:00 on the day of arrival.;G;The booked room can be occupied from 15:00 on the day of arrival.;G;At what time can a booked room be occupied on the day of arrival at the 6532 SmartHotel?;The booked room can be occupied from 15:00 on the day of arrival.;The booked room can be occupied from 15:00 on the day of arrival.;G;The booked room can be occupied from 15:00 on the day of arrival.;G;The booked room can be occupied from 15:00 on the day of arrival.;G
87;4;G;To ensure the safety and comfort of everyone in the hotel, the Management reserves the right to terminate the accommodation of guests who fail to comply with the following rules and regulations.;S;Smoking is strictly prohibited in the entire hotel building.;S;The hotel guest is materially liable for any damage to the hotel's furniture and technical equipment caused through his or her own fault or that of his or her visitors.;S;The hotel guest is materially liable for any damage to the hotel's furniture and technical equipment caused through his or her own fault or that of his or her visitors.;S;The hotel guest is materially liable for any damage to the hotel's furniture and technical equipment caused through his or her own fault or that of his or her visitors.;S;The hotel guest is materially liable for any damage to the hotel's furniture and technical equipment caused through his or her own fault or that of his or her visitors.;S;What is strictly forbidden in the event of a fire according to the hotel rules?;In the event of an emergency, guests must use the indicated escape routes and emergency exits, and it is strictly forbidden to use the lift in the event of a fire.;Smoking is strictly prohibited in the entire hotel building.;S;Smoking is strictly prohibited in the entire hotel building.;S;Smoking is strictly prohibited in the entire hotel building.;S
88;4;G;Otherwise, the hotel management does not accept any responsibility.;S;A hotel guest may not leave the room to another person, even if the time for which he or she has paid has not expired.;S;A hotel guest may not leave the room to another person, even if the time for which he or she has paid has not expired.;S;A hotel guest may not leave the room to another person, even if the time for which he or she has paid has not expired.;S;A hotel guest may not leave the room to another person, even if the time for which he or she has paid has not expired.;S;A hotel guest may not leave the room to another person, even if the time for which he or she has paid has not expired.;S;What happens if a guest has a late departure, according to the hotel rules?;If a guest has a late departure, the room will be charged for an additional night.;In case of late departure, the room will be charged for an additional night.;G;In case of late departure, the room will be charged for an additional night.;G;A hotel guest may not leave the room to another person, even if the time for which he or she has paid has not expired.;G
89;4;G;It is strictly forbidden to discard items or garbage from the windows or balconies of the Hotel.;S;The hotel expressly disclaims any liability for the loss of valuables (especially jewellery and cash).;S;We kindly ask you to report any found or lost items to reception.;G;We kindly ask you to report any found or lost items to reception.;G;We kindly ask you to report any found or lost items to reception.;G;We kindly ask you to report any found or lost items to reception.;G;What action does the hotel request guests to take regarding found or lost items?;Guests are kindly asked to report any found or lost items to reception.;The hotel expressly disclaims any liability for the loss of valuables (especially jewellery and cash).;S;The hotel expressly disclaims any liability for the loss of valuables (especially jewellery and cash).;S;The hotel expressly disclaims any liability for the loss of valuables (especially jewellery and cash).;S
