;Indice;Domanda ChatGTP;Risposta ChatGTP;Valutazione ChatGTP;Answer_ChatBot_Model_dot_base;Valutazione_ChatBot_Model_dot_base;Answer_ChatBot_Model_dot_local;Valutazione_ChatBot_Model_dot_local;Answer_ChatBot_Model_all_base;Valutazione_ChatBot_Model_all_base;Answer_ChatBot_Model_dot_global;Valutazione_ChatBot_Model_dot_global;DotPeriodTrue;Valutazione_DotPeriodTrue;DotPeriodFalse;Valutazione_DotPeriodFalse;AllPeriodTrue;Valutazione_AllPeriodTrue;AllPeriodFalse;Valutazione_AllPeriodFalse;Indice_single
47;2;What is the preferred language version in case of discrepancies in translations of the General Terms and Conditions?;The approved English version of the General Terms and Conditions takes precedence over its translations.;G; The approved English version of these General Terms and Conditions shall take precedence over its translations.;G; The approved English version of these General Terms and Conditions shall take precedence over its translations.;G; The approved English version of these General Terms and Conditions shall take precedence over its translations.;G; The approved English version of these General Terms and Conditions shall take precedence over its translations.;G; The approved English version of these General Terms and Conditions shall take precedence over its translations.;G; The approved English version of these General Terms and Conditions shall take precedence over its translations.;G; The approved English version of these General Terms and Conditions shall take precedence over its translations.;G; The approved English version of these General Terms and Conditions shall take precedence over its translations.;G;47
48;2;What is the governing law for the Contract and these General Terms and Conditions?;The Contract and General Terms and Conditions are governed exclusively by German substantive law, without the application of its conflict of law’s provisions;G; The Contract and these General Terms and Conditions are governed exclusively by German substantive law, without the application of its conflict of law’s provisions. The application of the UN Convention on Contracts for the International Sale of Goods is precluded. Should individual provisions of these General Terms and Conditions be or become invalid or void, the validity of the remaining provisions shall re-main unaffected thereby.;G; The Customer’s general terms and conditions apply only if this is previously expressly agreed.;G; The Contract and these General Terms and Conditions are governed exclusively by German substantive law, without the application of its conflict of law’s provisions. The application of the UN Convention on Contracts for the International Sale of Goods is precluded. Should individual provisions of these General Terms and Conditions be or become invalid or void, the validity of the remaining provisions shall re-main unaffected thereby.;G; The Contract and these General Terms and Conditions are governed exclusively by German substantive law, without the application of its conflict of law’s provisions. The application of the UN Convention on Contracts for the International Sale of Goods is precluded. Should individual provisions of these General Terms and Conditions be or become invalid or void, the validity of the remaining provisions shall re-main unaffected thereby.;G; The Contract and these General Terms and Conditions are governed exclusively by German substantive law, without the application of its conflict of law’s provisions. The application of the UN Convention on Contracts for the International Sale of Goods is precluded. Should individual provisions of these General Terms and Conditions be or become invalid or void, the validity of the remaining provisions shall re-main unaffected thereby.;G; The Contract and these General Terms and Conditions are governed exclusively by German substantive law, without the application of its conflict of law’s provisions. The application of the UN Convention on Contracts for the International Sale of Goods is precluded. Should individual provisions of these General Terms and Conditions be or become invalid or void, the validity of the remaining provisions shall re-main unaffected thereby.;G; The Contract and these General Terms and Conditions are governed exclusively by German substantive law, without the application of its conflict of law’s provisions. The application of the UN Convention on Contracts for the International Sale of Goods is precluded. Should individual provisions of these General Terms and Conditions be or become invalid or void, the validity of the remaining provisions shall re-main unaffected thereby.;G; The Contract and these General Terms and Conditions are governed exclusively by German substantive law, without the application of its conflict of law’s provisions. The application of the UN Convention on Contracts for the International Sale of Goods is precluded. Should individual provisions of these General Terms and Conditions be or become invalid or void, the validity of the remaining provisions shall re-main unaffected thereby.;G;48
49;2;How does the hotel handle parcels and other postal/mail items?;Parcels and other postal items are accepted only if pre-registered and addressed to an overnight guest or an event known to the hotel;G; The hotel does not, however, participate in dispute resolution proceedings held before consumer dispute resolution bodies. Parcels and other postal or mail items are accepted by the hotel only if they are addressed to an overnight guest or to an event known to the hotel and are pre-registered for an overnight stay or an event or have already arrived at the hotel.;G; The hotel does not, however, participate in dispute resolution proceedings held before consumer dispute resolution bodies. Parcels and other postal or mail items are accepted by the hotel only if they are addressed to an overnight guest or to an event known to the hotel and are pre-registered for an overnight stay or an event or have already arrived at the hotel.;G; The hotel does not, however, participate in dispute resolution proceedings held before consumer dispute resolution bodies. Parcels and other postal or mail items are accepted by the hotel only if they are addressed to an overnight guest or to an event known to the hotel and are pre-registered for an overnight stay or an event or have already arrived at the hotel.;G; The hotel does not, however, participate in dispute resolution proceedings held before consumer dispute resolution bodies. Parcels and other postal or mail items are accepted by the hotel only if they are addressed to an overnight guest or to an event known to the hotel and are pre-registered for an overnight stay or an event or have already arrived at the hotel.;G; The hotel does not, however, participate in dispute resolution proceedings held before consumer dispute resolution bodies. Parcels and other postal or mail items are accepted by the hotel only if they are addressed to an overnight guest or to an event known to the hotel and are pre-registered for an overnight stay or an event or have already arrived at the hotel.;G; The hotel does not, however, participate in dispute resolution proceedings held before consumer dispute resolution bodies. Parcels and other postal or mail items are accepted by the hotel only if they are addressed to an overnight guest or to an event known to the hotel and are pre-registered for an overnight stay or an event or have already arrived at the hotel.;G; The hotel does not, however, participate in dispute resolution proceedings held before consumer dispute resolution bodies. Parcels and other postal or mail items are accepted by the hotel only if they are addressed to an overnight guest or to an event known to the hotel and are pre-registered for an overnight stay or an event or have already arrived at the hotel.;G; The hotel does not, however, participate in dispute resolution proceedings held before consumer dispute resolution bodies. Parcels and other postal or mail items are accepted by the hotel only if they are addressed to an overnight guest or to an event known to the hotel and are pre-registered for an overnight stay or an event or have already arrived at the hotel.;G;49
50;2;What are the payment obligations of the Customer to the Hotel according to the terms and conditions?;The Customer is obliged to pay the Hotel the agreed or applicable prices for room rental and other services provided.;G; The Customer is obliged to pay to the Hotel the agreed or applicable prices for the room rental and other services provided. This also applies to services ordered directly by the Customer or via the Hotel, which a third party provides and the Hotel disburses.;G; The Customer is obliged to pay to the Hotel the agreed or applicable prices for the room rental and other services provided. This also applies to services ordered directly by the Customer or via the Hotel, which a third party provides and the Hotel disburses.;G; The Customer is obliged to pay to the Hotel the agreed or applicable prices for the room rental and other services provided. This also applies to services ordered directly by the Customer or via the Hotel, which a third party provides and the Hotel disburses.;G; The Customer is obliged to pay to the Hotel the agreed or applicable prices for the room rental and other services provided. This also applies to services ordered directly by the Customer or via the Hotel, which a third party provides and the Hotel disburses.;G; The Customer is obliged to pay to the Hotel the agreed or applicable prices for the room rental and other services provided. This also applies to services ordered directly by the Customer or via the Hotel, which a third party provides and the Hotel disburses.;G; The Customer is obliged to pay to the Hotel the agreed or applicable prices for the room rental and other services provided. This also applies to services ordered directly by the Customer or via the Hotel, which a third party provides and the Hotel disburses.;G; The Customer is obliged to pay to the Hotel the agreed or applicable prices for the room rental and other services provided. This also applies to services ordered directly by the Customer or via the Hotel, which a third party provides and the Hotel disburses.;G; The Customer is obliged to pay to the Hotel the agreed or applicable prices for the room rental and other services provided. This also applies to services ordered directly by the Customer or via the Hotel, which a third party provides and the Hotel disburses.;G;50
51;2;What is the scope of applicability for the General Terms and Conditions provided by Mövenpick Hotels Deutschland GmbH?;The General Terms and Conditions apply when the Customer enters into a contract for the rent of hotel rooms and other services in one of the hotels operated by Mövenpick Hotels Deutschland GmbH in Germany.;G;When the Customer enters into a contract with Mövenpick Hotels Deutschland GmbH (seat: Frankfurt am Main, Amtsgericht Frankfurt am Main HRB108250, Germany) (Operating Company) for the rent of hotel rooms in one of the hotels operated by the Operating Company in Germany, as well as other services rendered and goods delivered to the Customer in this context (Hotel Accommodation Contract/Contract) these General Terms and Conditions become an integral part of the Contract.;G;When the Customer enters into a contract with Mövenpick Hotels Deutschland GmbH (seat: Frankfurt am Main, Amtsgericht Frankfurt am Main HRB108250, Germany) (Operating Company) for the rent of hotel rooms in one of the hotels operated by the Operating Company in Germany, as well as other services rendered and goods delivered to the Customer in this context (Hotel Accommodation Contract/Contract) these General Terms and Conditions become an integral part of the Contract.;G;When the Customer enters into a contract with Mövenpick Hotels Deutschland GmbH (seat: Frankfurt am Main, Amtsgericht Frankfurt am Main HRB108250, Germany) (Operating Company) for the rent of hotel rooms in one of the hotels operated by the Operating Company in Germany, as well as other services rendered and goods delivered to the Customer in this context (Hotel Accommodation Contract/Contract) these General Terms and Conditions become an integral part of the Contract.;G;When the Customer enters into a contract with Mövenpick Hotels Deutschland GmbH (seat: Frankfurt am Main, Amtsgericht Frankfurt am Main HRB108250, Germany) (Operating Company) for the rent of hotel rooms in one of the hotels operated by the Operating Company in Germany, as well as other services rendered and goods delivered to the Customer in this context (Hotel Accommodation Contract/Contract) these General Terms and Conditions become an integral part of the Contract.;G;When the Customer enters into a contract with Mövenpick Hotels Deutschland GmbH (seat: Frankfurt am Main, Amtsgericht Frankfurt am Main HRB108250, Germany) (Operating Company) for the rent of hotel rooms in one of the hotels operated by the Operating Company in Germany, as well as other services rendered and goods delivered to the Customer in this context (Hotel Accommodation Contract/Contract) these General Terms and Conditions become an integral part of the Contract.;G;When the Customer enters into a contract with Mövenpick Hotels Deutschland GmbH (seat: Frankfurt am Main, Amtsgericht Frankfurt am Main HRB108250, Germany) (Operating Company) for the rent of hotel rooms in one of the hotels operated by the Operating Company in Germany, as well as other services rendered and goods delivered to the Customer in this context (Hotel Accommodation Contract/Contract) these General Terms and Conditions become an integral part of the Contract.;G;When the Customer enters into a contract with Mövenpick Hotels Deutschland GmbH (seat: Frankfurt am Main, Amtsgericht Frankfurt am Main HRB108250, Germany) (Operating Company) for the rent of hotel rooms in one of the hotels operated by the Operating Company in Germany, as well as other services rendered and goods delivered to the Customer in this context (Hotel Accommodation Contract/Contract) these General Terms and Conditions become an integral part of the Contract.;G;When the Customer enters into a contract with Mövenpick Hotels Deutschland GmbH (seat: Frankfurt am Main, Amtsgericht Frankfurt am Main HRB108250, Germany) (Operating Company) for the rent of hotel rooms in one of the hotels operated by the Operating Company in Germany, as well as other services rendered and goods delivered to the Customer in this context (Hotel Accommodation Contract/Contract) these General Terms and Conditions become an integral part of the Contract.;G;51
52;2;In what situations can the Hotel withdraw from the Contract without consequences?;The Hotel can withdraw from the Contract under certain circumstances, including the Customer's failure to waive the right of withdrawal, non-payment of an advance payment or security, or a materially justifiable cause.;G; Insofar as the Hotel and the Customer have agreed upon a date for a possible withdrawal from the Contract at no cost, the Customer may withdraw from the Contract up to that date, without incurring payment or damage claims by the Hotel.;S; Insofar as the Hotel and the Customer have agreed upon a date for a possible withdrawal from the Contract at no cost, the Customer may withdraw from the Contract up to that date, without incurring payment or damage claims by the Hotel.;S; The Customer can only withdraw from the Contract if a right of withdrawal was explicitly agreed upon in the Contract, if a statutory right of withdrawal exists or if the Hotel gives its explicit consent to the withdrawal. The agreement on a right of withdrawal as well as the consent to withdrawal shall be made in writing.;G; Insofar as the Hotel and the Customer have agreed upon a date for a possible withdrawal from the Contract at no cost, the Customer may withdraw from the Contract up to that date, without incurring payment or damage claims by the Hotel.;S; Insofar as the Hotel and the Customer have agreed upon a date for a possible withdrawal from the Contract at no cost, the Customer may withdraw from the Contract up to that date, without incurring payment or damage claims by the Hotel.;S; Insofar as the Hotel and the Customer have agreed upon a date for a possible withdrawal from the Contract at no cost, the Customer may withdraw from the Contract up to that date, without incurring payment or damage claims by the Hotel.;S;"Moreover, the Hotel has the right of extraordinary withdrawal from the Contract for a materially justifiable cause, in particular if force majeure or other circumstances beyond the Hotel’s control render the fulfilment of the Contract impossible; rooms are reserved with culpably misleading or false information or concealment regarding essential facts; the identity or solvency of the Customer or the purpose of the Customer’s stay can constitute essential facts; the Hotel has justified cause to believe that use of the Hotel’s services might jeopardize the smooth operation, the security or the public reputation of the Hotel, without being attributable to the Hotel’s sphere of control; the purpose or the occasion of the stay is illegal; there is a breach of the above-mentioned No. 4.1.";G;"Moreover, the Hotel has the right of extraordinary withdrawal from the Contract for a materially justifiable cause, in particular if force majeure or other circumstances beyond the Hotel’s control render the fulfilment of the Contract impossible; rooms are reserved with culpably misleading or false information or concealment regarding essential facts; the identity or solvency of the Customer or the purpose of the Customer’s stay can constitute essential facts; the Hotel has justified cause to believe that use of the Hotel’s services might jeopardize the smooth operation, the security or the public reputation of the Hotel, without being attributable to the Hotel’s sphere of control; the purpose or the occasion of the stay is illegal; there is a breach of the above-mentioned No. 4.1.";G;52
53;2;What precautions should the Customer take regarding property brought into the Hotel?;The Hotel recommends using the safe at the Hotel reception for valuable items;G;In case any furnishing and/or fixtures (e.g. furniture, built-in furniture, floor coverings, etc.) and/or other items and materials used and provided in the hotel rooms and the hotel building (e.g. pillows, duvets, mattresses, towels, etc.) will be damaged or soiled beyond the usual measure, the customer will bear the costs for renewal, replacement and/or repair in any case. 12 TECHNICAL INSTALLATIONS, CONNECTIONS AND INTERNET USE The customer is not permitted to carry out any illegal file sharing using the internet connection provided by the hotel. This includes, in particular, any uploading or downloading of copyrighted text, music, film or software files. The customer shall be liable for all damages suffered by the hotel and/or the copyright holder for the violation.;S;In case any furnishing and/or fixtures (e.g. furniture, built-in furniture, floor coverings, etc.) and/or other items and materials used and provided in the hotel rooms and the hotel building (e.g. pillows, duvets, mattresses, towels, etc.) will be damaged or soiled beyond the usual measure, the customer will bear the costs for renewal, replacement and/or repair in any case. 12 TECHNICAL INSTALLATIONS, CONNECTIONS AND INTERNET USE The customer is not permitted to carry out any illegal file sharing using the internet connection provided by the hotel. This includes, in particular, any uploading or downloading of copyrighted text, music, film or software files. The customer shall be liable for all damages suffered by the hotel and/or the copyright holder for the violation.;S;In case any furnishing and/or fixtures (e.g. furniture, built-in furniture, floor coverings, etc.) and/or other items and materials used and provided in the hotel rooms and the hotel building (e.g. pillows, duvets, mattresses, towels, etc.) will be damaged or soiled beyond the usual measure, the customer will bear the costs for renewal, replacement and/or repair in any case. 12 TECHNICAL INSTALLATIONS, CONNECTIONS AND INTERNET USE The customer is not permitted to carry out any illegal file sharing using the internet connection provided by the hotel. This includes, in particular, any uploading or downloading of copyrighted text, music, film or software files. The customer shall be liable for all damages suffered by the hotel and/or the copyright holder for the violation.;S;The Hotel is liable to the Customer for property brought into the Hotel in accordance with the statutory provisions. The Hotel recommends the use of the safe at the Hotel reception. If the guest wishes to bring money, securities and valuables with a value of more than €800 or other items with a value of more than €3’500 into the Hotel, a separate safekeeping agreement with the Hotel is necessary. Insofar as a parking space is provided to the Customer in the Hotel garage or a Hotel parking lot, this does not constitute a safekeeping agreement, even if a fee is charged. The Hotel only assumes liability pursuant to the preceding No. 10.1 for loss of or damage to motor vehicles parked or maneuvered on the Hotel’s property, as well as for loss of or damage to its contents.;G;The Hotel is liable to the Customer for property brought into the Hotel in accordance with the statutory provisions. The Hotel recommends the use of the safe at the Hotel reception. If the guest wishes to bring money, securities and valuables with a value of more than €800 or other items with a value of more than €3’500 into the Hotel, a separate safekeeping agreement with the Hotel is necessary. Insofar as a parking space is provided to the Customer in the Hotel garage or a Hotel parking lot, this does not constitute a safekeeping agreement, even if a fee is charged. The Hotel only assumes liability pursuant to the preceding No. 10.1 for loss of or damage to motor vehicles parked or maneuvered on the Hotel’s property, as well as for loss of or damage to its contents.;G;The Hotel is liable to the Customer for property brought into the Hotel in accordance with the statutory provisions. The Hotel recommends the use of the safe at the Hotel reception. If the guest wishes to bring money, securities and valuables with a value of more than €800 or other items with a value of more than €3’500 into the Hotel, a separate safekeeping agreement with the Hotel is necessary. Insofar as a parking space is provided to the Customer in the Hotel garage or a Hotel parking lot, this does not constitute a safekeeping agreement, even if a fee is charged. The Hotel only assumes liability pursuant to the preceding No. 10.1 for loss of or damage to motor vehicles parked or maneuvered on the Hotel’s property, as well as for loss of or damage to its contents.;G;In case any furnishing and/or fixtures (e.g. furniture, built-in furniture, floor coverings, etc.) and/or other items and materials used and provided in the hotel rooms and the hotel building (e.g. pillows, duvets, mattresses, towels, etc.) will be damaged or soiled beyond the usual measure, the customer will bear the costs for renewal, replacement and/or repair in any case. 12 TECHNICAL INSTALLATIONS, CONNECTIONS AND INTERNET USE The customer is not permitted to carry out any illegal file sharing using the internet connection provided by the hotel. This includes, in particular, any uploading or downloading of copyrighted text, music, film or software files. The customer shall be liable for all damages suffered by the hotel and/or the copyright holder for the violation.;S; The hotel does not, however, participate in dispute resolution proceedings held before consumer dispute resolution bodies. Parcels and other postal or mail items are accepted by the hotel only if they are addressed to an overnight guest or to an event known to the hotel and are pre-registered for an overnight stay or an event or have already arrived at the hotel.;S;53
54;2;What is the liability of the Hotel for damages, and under what conditions is it limited?;The Hotel is liable for damages caused with intent or gross negligence;G;Unless stipulated otherwise in this No. 10, the Hotel is only liable for damages caused with intent or gross negligence. For damages due to slight negligence, the Hotel is only liable when the damages have been caused by harm inflicted on life, limb or physical health, and in case of damages due to violation of essential contractual obligations of the Hotel. In the latter case, the liability is limited to the foreseeable, typically occurring damage. A breach of obligation of the Hotel is deemed to be the equivalent to a breach of a statutory representative or vicarious agent.;G;Unless stipulated otherwise in this No. 10, the Hotel is only liable for damages caused with intent or gross negligence. For damages due to slight negligence, the Hotel is only liable when the damages have been caused by harm inflicted on life, limb or physical health, and in case of damages due to violation of essential contractual obligations of the Hotel. In the latter case, the liability is limited to the foreseeable, typically occurring damage. A breach of obligation of the Hotel is deemed to be the equivalent to a breach of a statutory representative or vicarious agent.;G;Unless stipulated otherwise in this No. 10, the Hotel is only liable for damages caused with intent or gross negligence. For damages due to slight negligence, the Hotel is only liable when the damages have been caused by harm inflicted on life, limb or physical health, and in case of damages due to violation of essential contractual obligations of the Hotel. In the latter case, the liability is limited to the foreseeable, typically occurring damage. A breach of obligation of the Hotel is deemed to be the equivalent to a breach of a statutory representative or vicarious agent.;G;Unless stipulated otherwise in this No. 10, the Hotel is only liable for damages caused with intent or gross negligence. For damages due to slight negligence, the Hotel is only liable when the damages have been caused by harm inflicted on life, limb or physical health, and in case of damages due to violation of essential contractual obligations of the Hotel. In the latter case, the liability is limited to the foreseeable, typically occurring damage. A breach of obligation of the Hotel is deemed to be the equivalent to a breach of a statutory representative or vicarious agent.;G;Unless stipulated otherwise in this No. 10, the Hotel is only liable for damages caused with intent or gross negligence. For damages due to slight negligence, the Hotel is only liable when the damages have been caused by harm inflicted on life, limb or physical health, and in case of damages due to violation of essential contractual obligations of the Hotel. In the latter case, the liability is limited to the foreseeable, typically occurring damage. A breach of obligation of the Hotel is deemed to be the equivalent to a breach of a statutory representative or vicarious agent.;G;Unless stipulated otherwise in this No. 10, the Hotel is only liable for damages caused with intent or gross negligence. For damages due to slight negligence, the Hotel is only liable when the damages have been caused by harm inflicted on life, limb or physical health, and in case of damages due to violation of essential contractual obligations of the Hotel. In the latter case, the liability is limited to the foreseeable, typically occurring damage. A breach of obligation of the Hotel is deemed to be the equivalent to a breach of a statutory representative or vicarious agent.;G;Unless stipulated otherwise in this No. 10, the Hotel is only liable for damages caused with intent or gross negligence. For damages due to slight negligence, the Hotel is only liable when the damages have been caused by harm inflicted on life, limb or physical health, and in case of damages due to violation of essential contractual obligations of the Hotel. In the latter case, the liability is limited to the foreseeable, typically occurring damage. A breach of obligation of the Hotel is deemed to be the equivalent to a breach of a statutory representative or vicarious agent.;G;Unless stipulated otherwise in this No. 10, the Hotel is only liable for damages caused with intent or gross negligence. For damages due to slight negligence, the Hotel is only liable when the damages have been caused by harm inflicted on life, limb or physical health, and in case of damages due to violation of essential contractual obligations of the Hotel. In the latter case, the liability is limited to the foreseeable, typically occurring damage. A breach of obligation of the Hotel is deemed to be the equivalent to a breach of a statutory representative or vicarious agent.;G;54
55;2;How does the Hotel handle wake-up calls, messages, mail, and deliveries for guests?;Wake-up calls are carried out diligently, and the Hotel handles messages, mail, and deliveries with care;G;Wake-up calls are carried out by the Hotel with the greatest possible diligence. Messages, mail and deliveries for guests are handled with care. The Hotel delivers, stores, and – on request and against payment – forwards such items. The Hotel only assumes liability hereby according to the pre-ceding No. 10.1.;G;Wake-up calls are carried out by the Hotel with the greatest possible diligence. Messages, mail and deliveries for guests are handled with care. The Hotel delivers, stores, and – on request and against payment – forwards such items. The Hotel only assumes liability hereby according to the pre-ceding No. 10.1.;G;Wake-up calls are carried out by the Hotel with the greatest possible diligence. Messages, mail and deliveries for guests are handled with care. The Hotel delivers, stores, and – on request and against payment – forwards such items. The Hotel only assumes liability hereby according to the pre-ceding No. 10.1.;G;Wake-up calls are carried out by the Hotel with the greatest possible diligence. Messages, mail and deliveries for guests are handled with care. The Hotel delivers, stores, and – on request and against payment – forwards such items. The Hotel only assumes liability hereby according to the pre-ceding No. 10.1.;G;Wake-up calls are carried out by the Hotel with the greatest possible diligence. Messages, mail and deliveries for guests are handled with care. The Hotel delivers, stores, and – on request and against payment – forwards such items. The Hotel only assumes liability hereby according to the pre-ceding No. 10.1.;G;Wake-up calls are carried out by the Hotel with the greatest possible diligence. Messages, mail and deliveries for guests are handled with care. The Hotel delivers, stores, and – on request and against payment – forwards such items. The Hotel only assumes liability hereby according to the pre-ceding No. 10.1.;G;Wake-up calls are carried out by the Hotel with the greatest possible diligence. Messages, mail and deliveries for guests are handled with care. The Hotel delivers, stores, and – on request and against payment – forwards such items. The Hotel only assumes liability hereby according to the pre-ceding No. 10.1.;G;Wake-up calls are carried out by the Hotel with the greatest possible diligence. Messages, mail and deliveries for guests are handled with care. The Hotel delivers, stores, and – on request and against payment – forwards such items. The Hotel only assumes liability hereby according to the pre-ceding No. 10.1.;G;55
56;2;Does the hotel participate in extrajudicial resolution of consumer disputes, and if so, where can it be accessed?;The hotel does not participate in dispute resolution proceedings held before consumer dispute resolution bodies.;S; In compliance with its statutory obligation the hotel points out that the European Union has set up an online platform for the extrajudicial resolution of consumer disputes (“ODR platform”): http://ec.europa.eu/consumers/odr/;S; The Customer may only set off a claim by the Hotel against a claim, which is undisputed or decided with final, res judicata effect.;G; In compliance with its statutory obligation the hotel points out that the European Union has set up an online platform for the extrajudicial resolution of consumer disputes (“ODR platform”): http://ec.europa.eu/consumers/odr/;S; In compliance with its statutory obligation the hotel points out that the European Union has set up an online platform for the extrajudicial resolution of consumer disputes (“ODR platform”): http://ec.europa.eu/consumers/odr/;S; In compliance with its statutory obligation the hotel points out that the European Union has set up an online platform for the extrajudicial resolution of consumer disputes (“ODR platform”): http://ec.europa.eu/consumers/odr/;S; In compliance with its statutory obligation the hotel points out that the European Union has set up an online platform for the extrajudicial resolution of consumer disputes (“ODR platform”): http://ec.europa.eu/consumers/odr/;S; The hotel does not, however, participate in dispute resolution proceedings held before consumer dispute resolution bodies. Parcels and other postal or mail items are accepted by the hotel only if they are addressed to an overnight guest or to an event known to the hotel and are pre-registered for an overnight stay or an event or have already arrived at the hotel.;S; The Customer may only set off a claim by the Hotel against a claim, which is undisputed or decided with final, res judicata effect.;G;56
57;2;What are the rules regarding internet use and file sharing in the hotel?;The customer is not permitted to carry out illegal file sharing using the hotel's internet connection;G;In case any furnishing and/or fixtures (e.g. furniture, built-in furniture, floor coverings, etc.) and/or other items and materials used and provided in the hotel rooms and the hotel building (e.g. pillows, duvets, mattresses, towels, etc.) will be damaged or soiled beyond the usual measure, the customer will bear the costs for renewal, replacement and/or repair in any case. 12 TECHNICAL INSTALLATIONS, CONNECTIONS AND INTERNET USE The customer is not permitted to carry out any illegal file sharing using the internet connection provided by the hotel. This includes, in particular, any uploading or downloading of copyrighted text, music, film or software files. The customer shall be liable for all damages suffered by the hotel and/or the copyright holder for the violation.;G;In case any furnishing and/or fixtures (e.g. furniture, built-in furniture, floor coverings, etc.) and/or other items and materials used and provided in the hotel rooms and the hotel building (e.g. pillows, duvets, mattresses, towels, etc.) will be damaged or soiled beyond the usual measure, the customer will bear the costs for renewal, replacement and/or repair in any case. 12 TECHNICAL INSTALLATIONS, CONNECTIONS AND INTERNET USE The customer is not permitted to carry out any illegal file sharing using the internet connection provided by the hotel. This includes, in particular, any uploading or downloading of copyrighted text, music, film or software files. The customer shall be liable for all damages suffered by the hotel and/or the copyright holder for the violation.;G;In case any furnishing and/or fixtures (e.g. furniture, built-in furniture, floor coverings, etc.) and/or other items and materials used and provided in the hotel rooms and the hotel building (e.g. pillows, duvets, mattresses, towels, etc.) will be damaged or soiled beyond the usual measure, the customer will bear the costs for renewal, replacement and/or repair in any case. 12 TECHNICAL INSTALLATIONS, CONNECTIONS AND INTERNET USE The customer is not permitted to carry out any illegal file sharing using the internet connection provided by the hotel. This includes, in particular, any uploading or downloading of copyrighted text, music, film or software files. The customer shall be liable for all damages suffered by the hotel and/or the copyright holder for the violation.;G;In case any furnishing and/or fixtures (e.g. furniture, built-in furniture, floor coverings, etc.) and/or other items and materials used and provided in the hotel rooms and the hotel building (e.g. pillows, duvets, mattresses, towels, etc.) will be damaged or soiled beyond the usual measure, the customer will bear the costs for renewal, replacement and/or repair in any case. 12 TECHNICAL INSTALLATIONS, CONNECTIONS AND INTERNET USE The customer is not permitted to carry out any illegal file sharing using the internet connection provided by the hotel. This includes, in particular, any uploading or downloading of copyrighted text, music, film or software files. The customer shall be liable for all damages suffered by the hotel and/or the copyright holder for the violation.;G;In case any furnishing and/or fixtures (e.g. furniture, built-in furniture, floor coverings, etc.) and/or other items and materials used and provided in the hotel rooms and the hotel building (e.g. pillows, duvets, mattresses, towels, etc.) will be damaged or soiled beyond the usual measure, the customer will bear the costs for renewal, replacement and/or repair in any case. 12 TECHNICAL INSTALLATIONS, CONNECTIONS AND INTERNET USE The customer is not permitted to carry out any illegal file sharing using the internet connection provided by the hotel. This includes, in particular, any uploading or downloading of copyrighted text, music, film or software files. The customer shall be liable for all damages suffered by the hotel and/or the copyright holder for the violation.;G;In case any furnishing and/or fixtures (e.g. furniture, built-in furniture, floor coverings, etc.) and/or other items and materials used and provided in the hotel rooms and the hotel building (e.g. pillows, duvets, mattresses, towels, etc.) will be damaged or soiled beyond the usual measure, the customer will bear the costs for renewal, replacement and/or repair in any case. 12 TECHNICAL INSTALLATIONS, CONNECTIONS AND INTERNET USE The customer is not permitted to carry out any illegal file sharing using the internet connection provided by the hotel. This includes, in particular, any uploading or downloading of copyrighted text, music, film or software files. The customer shall be liable for all damages suffered by the hotel and/or the copyright holder for the violation.;G;In case any furnishing and/or fixtures (e.g. furniture, built-in furniture, floor coverings, etc.) and/or other items and materials used and provided in the hotel rooms and the hotel building (e.g. pillows, duvets, mattresses, towels, etc.) will be damaged or soiled beyond the usual measure, the customer will bear the costs for renewal, replacement and/or repair in any case. 12 TECHNICAL INSTALLATIONS, CONNECTIONS AND INTERNET USE The customer is not permitted to carry out any illegal file sharing using the internet connection provided by the hotel. This includes, in particular, any uploading or downloading of copyrighted text, music, film or software files. The customer shall be liable for all damages suffered by the hotel and/or the copyright holder for the violation.;G;In case any furnishing and/or fixtures (e.g. furniture, built-in furniture, floor coverings, etc.) and/or other items and materials used and provided in the hotel rooms and the hotel building (e.g. pillows, duvets, mattresses, towels, etc.) will be damaged or soiled beyond the usual measure, the customer will bear the costs for renewal, replacement and/or repair in any case. 12 TECHNICAL INSTALLATIONS, CONNECTIONS AND INTERNET USE The customer is not permitted to carry out any illegal file sharing using the internet connection provided by the hotel. This includes, in particular, any uploading or downloading of copyrighted text, music, film or software files. The customer shall be liable for all damages suffered by the hotel and/or the copyright holder for the violation.;G;57
